index,Name,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
1388,Sidney Green,1983.0,49.0,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,5.7
1389,Granville Waiters,1983.0,78.0,13.3,3.6,1.6,3.1,51.7,0.0,0.0,0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,6.1
1390,Stewart Granger,1983.0,56.0,13.2,4.5,1.7,4.0,42.9,0.1,0.2,30.8,0.9,1.3,75.7,0.1,0.8,1.0,2.4,0.4,0.0,1.0,4.7
1391,Howard Carter,1983.0,55.0,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77.0,0.7,0.9,1.6,1.3,0.3,0.1,0.8,5.4
1392,Dane Suttle,1983.0,40.0,11.7,6.5,2.7,5.4,50.9,0.0,0.1,0,1.0,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0.0,0.8,5.7
1393,Scooter McCray,1983.0,47.0,11.1,2.7,1.0,2.6,38.8,0.0,0.0,0,0.7,1.1,70.0,1.0,1.5,2.4,0.9,0.2,0.4,0.7,4.1
1394,Sedale Threatt,1983.0,45.0,10.3,3.3,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0.0,0.7,2.7
1395,John Paxson,1983.0,49.0,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3.0,0.2,0.0,0.7,4.4
1396,Leroy Combs,1983.0,48.0,9.3,4.5,1.7,3.4,49.7,0.0,0.1,0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1.0,4.0
1397,Larry Micheaux,1983.0,39.0,8.5,3.1,1.3,2.3,54.4,0.0,0.0,0,0.5,1.0,53.8,1.0,1.9,2.9,0.5,0.5,0.3,0.5,5.2
1398,Randy Breuer,1983.0,57.0,8.3,2.9,1.2,3.1,38.4,0.0,0.0,0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,3.2
1399,Pace Mannion,1983.0,57.0,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1.0,0.8,0.4,0.0,0.4,2.6
1400,Bruce Kuczenski,1983.0,15.0,7.9,1.9,0.7,2.5,27.0,0.0,0.0,0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1.0,1.0
1401,Russell Cross,1983.0,45.0,7.9,3.7,1.4,2.5,57.1,0.0,0.0,0,0.8,2.0,41.8,0.8,1.0,1.8,0.5,0.3,0.2,0.4,3.8
1402,Bob Hansen,1983.0,55.0,7.6,2.7,1.2,2.6,44.8,0.0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,2.4
1403,Greg Kite,1983.0,35.0,5.6,1.9,0.9,1.9,45.5,0.0,0.0,0,0.1,0.5,31.3,0.8,1.0,1.8,0.2,0.0,0.1,0.6,2.1
1404,Terry Cummings,1982.0,70.0,36.2,23.7,9.8,18.7,52.3,0.0,0.0,0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,26.0
1405,Clark Kellogg,1982.0,81.0,34.1,20.1,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,22.8
1406,Dominique Wilkins,1982.0,82.0,32.9,17.5,7.3,14.9,49.3,0.0,0.1,18.2,2.8,4.1,68.2,2.8,3.1,5.8,1.6,1.0,0.8,2.2,15.6
1407,Quintin Dailey,1982.0,76.0,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20,2.7,3.7,73.0,1.1,2.3,3.4,3.7,0.9,0.1,2.7,12.6
1408,Rod Higgins,1982.0,82.0,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,11.6
1409,Craig Hodges,1982.0,76.0,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,8.6
1410,James Worthy,1982.0,77.0,25.6,13.4,5.8,10.0,57.9,0.0,0.1,25,1.8,2.9,62.4,2.0,3.1,5.2,1.7,1.2,0.8,2.3,14.7
1411,Edmund Sherod,1982.0,64.0,25.4,6.2,2.7,6.6,40.6,0.0,0.2,7.7,0.8,1.3,65.0,0.7,1.7,2.3,4.9,1.5,0.2,1.6,9.1
1412,Lafayette Lever,1982.0,81.0,24.9,7.8,3.2,7.3,43.1,0.1,0.2,33.3,1.4,2.0,73.0,1.0,1.7,2.8,5.3,1.9,0.2,1.7,11.5
1413,Trent Tucker,1982.0,78.0,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,2.8,2.5,0.7,0.1,0.9,8.8
1414,Terry Teagle,1982.0,73.0,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,2.7,2.1,0.7,0.3,1.9,7.6
1415,Marc Iavaroni,1982.0,80.0,20.2,5.1,2.0,4.4,46.2,0.0,0.0,0,1.0,1.4,69.0,1.5,2.7,4.1,1.0,0.4,0.6,1.7,6.7
1416,Ed Nealy,1982.0,82.0,20.0,4.4,1.8,3.0,59.5,0.0,0.0,0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,9.7
1417,Rob Williams,1982.0,74.0,19.5,7.0,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,8.2
1418,Jerry Eaves,1982.0,82.0,19.4,9.3,3.4,7.0,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,1.5,2.6,0.6,0.0,1.9,8.0
1419,Paul Pressey,1982.0,79.0,19.3,6.7,2.7,5.9,45.7,0.0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2.0,8.6
1420,Lester Conner,1982.0,75.0,18.9,4.9,1.9,4.0,47.9,0.0,0.1,0,1.1,1.5,69.9,0.9,2.0,2.9,3.4,1.6,0.1,1.3,9.0
1421,Mark Eaton,1982.0,81.0,18.9,4.3,1.8,4.4,41.4,0.0,0.0,0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,10.4
1422,Bill Garnett,1982.0,75.0,18.8,6.3,2.3,4.3,53.3,0.0,0.0,0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,10.9
1423,Mitchell Anderson,1982.0,65.0,18.5,7.4,2.9,5.8,50.1,0.0,0.1,0,1.5,2.7,57.1,1.8,2.7,4.5,1.0,1.0,0.3,1.2,9.0
1424,Jeff Taylor,1982.0,44.0,17.6,3.6,1.5,3.6,40.0,0.0,0.0,0,0.7,1.0,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,5.2
1425,Bryan Warrick,1982.0,43.0,16.9,4.0,1.5,4.0,38.0,0.0,0.1,0,1.0,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,4.7
1426,Sleepy Floyd,1982.0,76.0,16.4,8.1,3.0,6.9,42.9,0.1,0.3,40,2.0,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,6.9
1427,Richard Anderson,1982.0,78.0,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,6.5
1428,Russ Schoene,1982.0,77.0,15.9,6.2,2.7,5.6,47.6,0.0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,6.6
1429,John Bagley,1982.0,68.0,14.6,5.7,2.4,5.5,43.2,0.0,0.2,0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,5.3
1430,Cliff Levingston,1982.0,62.0,14.2,5.6,2.1,4.4,48.5,0.0,0.0,0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,6.7
1431,LaSalle Thompson,1982.0,71.0,13.9,5.4,2.1,4.0,51.2,0.0,0.0,0,1.3,1.9,65.0,1.9,3.4,5.3,0.5,0.6,0.9,1.4,8.6
1432,Bruce Flowers,1982.0,53.0,13.2,4.9,2.1,3.9,53.4,0.0,0.0,0,0.8,1.0,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,6.9
1433,Corny Thompson,1982.0,44.0,11.8,2.8,1.0,3.1,31.4,0.0,0.0,0,0.8,1.0,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,3.6
1434,Walker Russell,1982.0,68.0,11.1,2.7,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1.1,1.9,0.2,0.0,1.4,2.7
1435,David Thirdkill,1982.0,49.0,10.6,4.0,1.5,3.5,43.5,0.0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1.0,3.0
1436,Dave Batton,1982.0,54.0,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,3.9
1437,Darren Tillis,1982.0,52.0,10.1,3.2,1.5,3.5,42.0,0.0,0.0,0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,4.1
1438,Brook Steppe,1982.0,62.0,9.8,4.0,1.4,2.8,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1.2,1.1,0.4,0.1,0.9,3.9
1439,Rory White,1982.0,65.0,9.6,5.0,2.0,3.6,54.3,0.0,0.0,0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0.0,0.8,4.3
1440,Linton Townes,1982.0,55.0,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,3.5
1441,Eddie Phillips,1982.0,48.0,8.7,3.2,1.2,2.9,40.6,0.0,0.0,0,0.8,1.2,67.8,0.6,1.0,1.6,0.6,0.3,0.2,1.0,2.7
1442,Jim Johnstone,1982.0,23.0,8.3,1.3,0.5,1.3,36.7,0.0,0.0,0,0.4,0.9,45.0,0.7,1.3,2.0,0.5,0.1,0.3,0.7,2.3
1443,Jose Slaughter,1982.0,63.0,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,2.8
1444,Rickey Williams,1982.0,44.0,7.9,3.3,1.3,3.1,41.5,0.0,0.1,0,0.8,1.2,66.0,0.3,0.5,0.9,0.8,0.5,0.1,0.9,2.5
1445,Chris Engler,1982.0,54.0,6.8,1.5,0.7,1.7,40.4,0.0,0.0,0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,2.4
1446,Ricky Pierce,1982.0,39.0,6.8,2.2,0.8,2.3,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1.5
1447,Mark McNamara,1982.0,36.0,5.1,2.2,0.8,1.8,45.3,0.0,0.0,0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1.0,2.0
1448,Scott Hastings,1982.0,31.0,4.5,1.2,0.4,1.2,34.2,0.0,0.1,0,0.4,0.6,55.0,0.5,0.8,1.3,0.1,0.2,0.0,0.3,1.5
1449,Oliver Robinson,1982.0,35.0,4.2,2.9,1.0,2.8,36.1,0.0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.6,0.1,0.1,0.4,1.6
1450,Kelly Tripucka,1981.0,82.0,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6.0,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,18.8
1451,Buck Williams,1981.0,82.0,34.5,15.5,6.3,10.7,58.2,0.0,0.0,0,3.0,4.7,62.4,4.2,8.0,12.3,1.3,1.0,1.0,2.9,21.9
1452,Isiah Thomas,1981.0,72.0,33.8,17.0,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6.0,70.4,0.8,2.1,2.9,7.8,2.1,0.2,4.2,15.6
1453,Tom Chambers,1981.0,81.0,33.1,17.2,6.8,13.0,52.5,0.0,0.0,0,3.5,5.7,62.0,2.6,4.3,6.9,1.8,0.7,0.6,2.7,16.1
1454,Jay Vincent,1981.0,81.0,32.4,21.4,8.9,17.9,49.7,0.0,0.0,25,3.6,5.0,71.6,2.2,4.7,7.0,2.2,1.1,0.3,2.4,19.1
1455,Mark Aguirre,1981.0,51.0,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68.0,1.7,3.1,4.9,3.2,0.7,0.4,2.6,15.2
1456,Herb Williams,1981.0,82.0,27.8,11.5,5.0,10.4,47.7,0.0,0.1,28.6,1.5,2.3,67.0,2.1,5.2,7.4,1.7,0.7,2.2,1.7,15.5
1457,Jeff Ruland,1981.0,82.0,27.0,14.4,5.1,9.1,56.1,0.0,0.0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,1.6,0.5,0.7,2.9,18.3
1458,Frank Johnson,1981.0,79.0,25.7,10.7,4.3,10.3,41.4,0.2,1.0,21.5,1.9,2.6,75.0,0.4,1.4,1.9,4.8,1.0,0.1,2.0,9.7
1459,Elston Turner,1981.0,80.0,25.0,8.3,3.5,8.0,44.1,0.0,0.1,0,1.2,1.7,70.3,1.8,2.0,3.8,2.4,0.9,0.0,1.4,8.9
1460,Rolando Blackman,1981.0,82.0,24.1,13.3,5.4,10.4,51.3,0.0,0.0,25,2.6,3.4,76.8,1.2,1.9,3.1,1.3,0.6,0.4,1.4,11.4
1461,Steve Johnson,1981.0,78.0,22.3,12.8,5.1,8.3,61.3,0.0,0.0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,14.3
1462,Albert King,1981.0,76.0,22.3,12.1,5.1,10.7,48.2,0.0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4,11.0
1463,Gene Banks,1981.0,80.0,21.3,9.6,3.9,8.2,47.7,0.0,0.1,0,1.8,2.7,68.4,2.0,3.2,5.1,1.8,0.7,0.2,1.3,11.0
1464,Eddie Johnson,1981.0,74.0,20.5,9.3,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,9.3
1465,Dan Schayes,1981.0,82.0,19.8,7.9,3.1,6.4,48.1,0.0,0.0,0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8,10.6
1466,Rudy Macklin,1981.0,79.0,19.2,7.0,2.7,6.1,43.4,0.0,0.0,0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,6.3
1467,Samuel Williams,1981.0,59.0,18.2,6.1,2.6,4.7,55.6,0.0,0.0,-,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,10.1
1468,Kurt Rambis,1981.0,64.0,17.7,4.6,1.8,3.6,51.8,0.0,0.0,0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,9.2
1469,Kurt Nimphius,1981.0,63.0,17.2,5.3,2.2,4.7,46.1,0.0,0.0,-,1.0,1.7,58.3,1.5,3.2,4.7,1.0,0.3,1.3,0.9,8.4
1470,Peter Verhoeven,1981.0,71.0,17.0,4.9,2.1,4.2,50.3,0.0,0.0,-,0.7,1.0,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8,7.0
1471,Darnell Valentine,1981.0,82.0,16.9,6.4,2.3,5.5,41.3,0.0,0.1,0,1.9,2.4,76.0,0.6,1.2,1.8,3.3,1.1,0.0,1.6,7.3
1472,Jim Brogan,1981.0,63.0,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1.0,1.3,72.6,1.0,0.9,1.9,2.5,0.8,0.2,1.3,6.9
1473,John Douglas,1981.0,64.0,16.1,7.0,2.8,6.1,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,1.4,2.3,0.8,0.1,1.4,6.3
1474,Kevin Loder,1981.0,71.0,16.0,6.9,2.9,6.3,46.4,0.0,0.2,0,1.1,1.5,72.0,1.0,1.8,2.7,1.2,0.5,0.4,1.0,7.1
1475,Orlando Woolridge,1981.0,75.0,15.8,7.3,2.7,5.3,51.3,0.0,0.0,0,1.9,2.7,69.9,1.1,1.9,3.0,1.1,0.3,0.3,1.4,7.2
1476,Alton Lister,1981.0,80.0,14.8,4.5,1.9,3.6,51.9,0.0,0.0,0,0.8,1.5,52.0,1.4,3.5,4.8,1.1,0.2,1.5,1.6,8.0
1477,Larry Nance,1981.0,80.0,14.8,6.6,2.8,5.5,52.1,0.0,0.0,0,0.9,1.5,64.1,1.2,2.0,3.2,1.0,0.5,0.9,1.3,7.8
1478,Danny Vranes,1981.0,77.0,14.0,4.9,1.9,3.4,54.6,0.0,0.0,0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,5.6
1479,Ed Rains,1981.0,49.0,13.0,3.9,1.6,3.6,43.5,0.0,0.0,0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0.0,0.5,3.7
1480,Petur Gudmundsson,1981.0,68.0,12.4,3.2,1.2,2.4,50.0,0.0,0.0,100,0.8,1.1,68.4,0.8,2.0,2.7,0.9,0.2,0.4,1.1,4.8
1481,Jim Smith,1981.0,72.0,11.9,2.9,1.2,2.3,50.9,0.0,0.0,-,0.5,1.2,45.9,1.0,1.5,2.5,0.6,0.3,0.7,0.7,4.7
1482,Jeff Lamp,1981.0,54.0,11.4,4.6,1.9,3.6,51.0,0.0,0.0,0,0.9,1.1,82.0,0.4,0.7,1.2,0.5,0.3,0.0,0.8,3.8
1483,Ray Blume,1981.0,49.0,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0.0,1.1,3.6
1484,Garry Witts,1981.0,46.0,10.7,2.9,1.1,1.8,58.3,0.0,0.0,50,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8,3.8
1485,Charlie Davis,1981.0,54.0,10.6,3.8,1.6,3.4,47.8,0.0,0.0,0,0.6,0.7,81.1,1.0,1.5,2.5,0.6,0.2,0.2,0.8,4.6
1486,Danny Ainge,1981.0,53.0,10.6,4.1,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,1.6,0.7,0.1,1.0,3.7
1487,Mike McGee,1981.0,39.0,9.0,4.9,2.1,4.4,46.5,0.0,0.1,0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,3.3
1488,Mark Radford,1981.0,43.0,8.6,3.4,1.3,2.3,54.0,0.0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1.0,3.0
1489,Alex Bradley,1981.0,39.0,8.5,3.5,1.4,2.6,52.4,0.0,0.0,0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,3.4
1490,Howard Wood,1981.0,42.0,8.1,3.4,1.3,2.9,45.8,0.0,0.0,0,0.8,1.2,65.4,0.5,1.0,1.5,0.2,0.2,0.1,0.4,3.2
1491,Franklin Edwards,1981.0,42.0,6.9,3.6,1.5,3.6,43.3,0.0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,3.0
1492,Bobby Cattage,1981.0,49.0,6.9,3.1,1.2,2.8,44.4,0.0,0.0,0,0.6,0.8,73.2,0.4,1.0,1.5,0.1,0.1,0.0,0.4,2.7
1493,Charles Bradley,1981.0,51.0,6.6,3.0,1.1,2.4,45.1,0.0,0.0,0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,2.1
1494,Kevin McKenna,1981.0,36.0,6.6,1.9,0.8,2.4,32.2,0.0,0.1,0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1.0
1495,Joe Barry Carroll,1980.0,82.0,35.6,18.9,7.5,15.3,49.1,0.0,0.0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3.0,19.4
1496,Darrell Griffith,1980.0,81.0,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4.0,71.6,1.0,2.6,3.6,2.4,1.3,0.5,2.9,14.2
1497,Larry Smith,1980.0,82.0,31.4,9.6,3.7,7.2,51.2,0.0,0.0,0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,17.6
1498,Mike O'Koren,1980.0,79.0,31.3,11.0,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,14.0
1499,Kelvin Ransey,1980.0,80.0,30.4,15.2,6.6,14.5,45.2,0.0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9,14.3
1500,Bill Laimbeer,1980.0,81.0,30.4,9.8,4.2,8.3,50.3,0.0,0.0,0,1.4,1.9,76.5,3.3,5.3,8.6,2.7,0.7,1.0,1.6,16.5
1501,Michael Brooks,1980.0,82.0,30.2,14.7,6.0,12.4,47.9,0.0,0.1,0,2.8,3.9,70.6,2.6,2.8,5.4,2.5,1.2,0.4,2.0,14.6
1502,Mike Gminski,1980.0,56.0,28.2,13.2,5.2,12.3,42.3,0.0,0.0,0,2.8,3.6,76.7,2.4,5.0,7.5,1.3,1.0,1.8,2.3,14.5
1503,Kiki Vandeweghe,1980.0,51.0,27.0,11.5,4.5,10.5,42.6,0.0,0.1,0,2.5,3.1,81.8,1.7,3.6,5.3,1.8,0.6,0.5,1.7,11.4
1504,Darwin Cook,1980.0,81.0,24.4,11.2,4.7,10.1,46.8,0.1,0.3,24,1.6,2.2,73.3,1.2,1.7,2.9,3.7,1.7,0.4,2.2,11.8
1505,Andrew Toney,1980.0,75.0,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31,2.1,3.0,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,10.2
1506,Cedrick Hordges,1980.0,68.0,23.5,8.4,3.3,7.1,46.0,0.0,0.0,0,1.9,2.7,69.9,1.8,5.0,6.7,1.5,0.5,0.3,1.8,11.0
1507,Calvin Garrett,1980.0,70.0,23.4,6.1,2.7,5.9,45.3,0.0,0.0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,7.9
1508,Don Collins,1980.0,81.0,22.8,11.5,4.4,10.0,44.4,0.0,0.1,0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,10.3
1509,Louis Orr,1980.0,82.0,21.8,10.5,4.2,8.6,49.1,0.0,0.1,0,2.0,2.5,80.7,2.1,2.3,4.4,1.6,0.7,0.3,1.5,11.1
1510,Reggie Johnson,1980.0,79.0,21.7,10.2,4.3,8.6,49.9,0.0,0.0,0,1.6,2.4,66.3,1.7,2.9,4.5,1.0,0.6,0.6,1.6,10.1
1511,Larry Drew,1980.0,76.0,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,6.4
1512,Kevin McHale,1980.0,82.0,20.1,10.0,4.3,8.1,53.3,0.0,0.0,0,1.3,1.9,67.9,1.9,2.5,4.4,0.7,0.3,1.8,1.3,11.4
1513,Lowes Moore,1980.0,71.0,19.8,7.0,3.0,6.7,44.4,0.1,0.4,14.8,1.0,1.3,75.0,0.6,1.8,2.4,3.2,0.9,0.2,1.5,8.1
1514,Wayne Robinson,1980.0,81.0,19.7,7.9,2.9,6.3,46.0,0.0,0.1,0,2.2,3.0,72.9,1.4,2.2,3.6,1.4,0.6,0.3,1.8,7.8
1515,Johnny Moore,1980.0,82.0,19.2,7.4,3.0,6.3,47.9,0.0,0.2,5.3,1.3,2.1,61.0,0.7,1.7,2.4,4.5,1.5,0.3,1.9,10.0
1516,Jeff Wilkins,1980.0,56.0,18.9,4.7,2.1,4.6,45.0,0.0,0.0,-,0.5,0.7,67.5,1.1,3.8,4.9,0.7,0.6,0.8,1.1,7.8
1517,Kyle Macy,1980.0,82.0,17.9,8.1,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,2.0,0.9,0.1,1.2,8.2
1518,Bill Hanzlik,1980.0,74.0,17.0,5.4,1.9,3.9,47.8,0.0,0.1,20,1.6,2.0,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,6.4
1519,Charles Whitney,1980.0,47.0,16.6,7.4,3.2,6.5,48.7,0.0,0.1,33.3,1.1,1.4,76.9,0.6,1.6,2.3,1.4,1.0,0.1,1.0,7.6
1520,Edgar Jones,1980.0,60.0,15.8,8.7,3.2,6.0,52.9,0.0,0.1,0,2.4,3.6,67.0,1.5,2.9,4.4,0.7,0.6,1.4,1.7,10.1
1521,Sam Worthen,1980.0,64.0,14.8,3.7,1.5,3.0,49.5,0.0,0.1,0,0.7,0.9,75.0,0.3,1.5,1.8,1.8,0.9,0.1,1.4,5.1
1522,James Donaldson,1980.0,68.0,14.4,5.3,1.9,3.5,54.2,0.0,0.0,0,1.5,2.5,59.4,1.6,3.0,4.5,0.6,0.1,1.1,1.0,8.0
1523,Lorenzo Romar,1980.0,53.0,13.7,4.1,1.6,4.0,41.2,0.0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1.0,4.6
1524,Rick Mahorn,1980.0,52.0,13.4,4.8,2.1,4.2,50.7,0.0,0.0,0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,7.6
1525,Rickey Brown,1980.0,45.0,12.9,4.0,1.8,3.6,51.2,0.0,0.0,0,0.4,0.5,76.2,1.2,2.5,3.7,0.5,0.2,0.3,0.7,6.2
1526,Butch Carter,1980.0,54.0,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30,1.3,1.8,73.7,0.6,0.6,1.2,1.0,0.4,0.0,0.9,4.3
1527,Mike Woodson,1980.0,81.0,11.7,4.7,2.0,4.6,44.2,0.0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,4.0
1528,John Duren,1980.0,40.0,11.5,1.8,0.8,2.5,32.7,0.0,0.0,0,0.1,0.2,55.6,0.2,0.7,0.9,1.4,0.5,0.1,0.9,1.8
1529,James Wilkes,1980.0,48.0,11.3,4.1,1.8,3.8,46.2,0.0,0.0,0,0.6,0.9,69.0,0.8,1.3,2.0,0.6,0.5,0.3,0.7,4.5
1530,Dewayne Scales,1980.0,44.0,11.0,4.9,2.1,5.1,41.8,0.0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3.0,0.2,0.3,0.1,0.7,4.5
1531,Craig Shelton,1980.0,55.0,10.7,4.3,1.8,4.0,45.7,0.0,0.0,0,0.6,1.1,60.3,1.1,1.4,2.5,0.5,0.3,0.1,1.1,4.0
1532,Earl Cureton,1980.0,52.0,10.2,4.2,1.8,3.9,45.4,0.0,0.0,0,0.6,1.2,51.6,1.0,2.0,3.0,0.5,0.4,0.4,0.6,5.2
1533,Billy Reid,1980.0,59.0,10.1,3.2,1.4,3.1,45.4,0.0,0.1,0,0.4,0.7,56.4,0.5,0.6,1.0,1.2,0.6,0.1,1.3,2.8
